"","SRR1917326.count","SRR1917327.count","SRR1917328.count","SRR1917332.count","SRR1917333.count","SRR1917334.count","SRR1917338.count","SRR1917339.count","SRR1917340.count"
"hsa-let-7a-2-3p",0,0,0,0,0,0,0,0,0
"hsa-let-7a-3p",0,0,0,0,3,3,0,1,2
"hsa-let-7a-5p",0,0,0,0,0,0,0,0,0
"hsa-let-7b-3p",0,0,0,0,0,1,0,0,0
"hsa-let-7b-5p",0,0,0,0,0,0,0,0,0
"hsa-let-7c-3p",0,0,0,0,0,0,0,0,0
"hsa-let-7c-5p",0,0,0,0,0,0,0,0,0
"hsa-let-7d-3p",0,0,0,0,0,0,0,0,0
"hsa-let-7d-5p",0,0,0,0,0,0,0,0,0
"hsa-let-7e-3p",1836,113,534,51,153,383,83,59,217
"hsa-let-7e-5p",146,71,130,55,41,113,109,64,129
"hsa-let-7f-1-3p",0,0,0,0,0,0,0,0,0
"hsa-let-7f-2-3p",93,29,44,67,41,227,74,32,61
"hsa-let-7f-5p",0,0,0,0,0,0,0,2,0
"hsa-let-7g-3p",0,0,0,0,0,0,0,1,0
"hsa-let-7g-5p",0,0,0,4,2,0,0,0,0
"hsa-let-7i-3p",27,5,17,12,8,12,21,11,9
"hsa-let-7i-5p",10,5,1,3,2,2,6,2,3
"hsa-miR-1-3p",48,15,21,21,16,70,34,25,31
"hsa-miR-1-5p",112,33,72,73,39,61,61,48,60
"hsa-miR-100-3p",103,43,61,64,41,31,82,23,52
"hsa-miR-100-5p",43,16,61,14,10,25,22,6,9
"hsa-miR-101-2-5p",0,0,0,1,0,0,0,0,0
"hsa-miR-101-3p",224,33,45,213,62,154,69,54,105
"hsa-miR-101-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-10226",0,0,0,0,0,0,0,0,0
"hsa-miR-10392-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-10392-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-10393-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-10393-5p",2,0,0,0,0,2,0,0,0
"hsa-miR-10394-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-10394-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-10395-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-10395-5p",0,0,0,0,0,1,0,0,0
"hsa-miR-10396a-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-10396a-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-10396b-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-10396b-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-10397-3p",0,0,0,0,0,0,0,0,1
"hsa-miR-10397-5p",0,0,0,1,0,0,0,0,0
"hsa-miR-10398-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-10398-5p",84,40,45,47,31,36,63,19,35
"hsa-miR-10399-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-10399-5p",5,4,13,8,3,1,0,0,3
"hsa-miR-103a-1-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-103a-2-5p",35,13,14,4,15,13,11,18,18
"hsa-miR-103a-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-103b",0,0,0,0,0,0,0,0,0
"hsa-miR-10400-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-10400-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-10401-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-10401-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-105-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-105-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-10522-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-10523-5p",2,0,1,0,1,0,0,0,0
"hsa-miR-10524-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-10525-3p",0,0,0,2,0,0,0,0,0
"hsa-miR-10526-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-10527-5p",0,0,0,0,0,0,1,0,0
"hsa-miR-106a-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-106a-5p",0,0,0,0,0,1,0,0,0
"hsa-miR-106b-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-106b-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-107",12,8,1,9,8,26,12,3,7
"hsa-miR-10a-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-10a-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-10b-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-10b-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-11181-3p",1,0,0,0,0,1,0,0,0
"hsa-miR-11181-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-11399",0,0,0,0,0,0,0,0,0
"hsa-miR-11400",0,0,0,0,0,0,0,0,0
"hsa-miR-11401",0,0,0,0,0,0,0,0,0
"hsa-miR-1178-3p",54,38,90,41,53,57,62,42,53
"hsa-miR-1178-5p",82,16,50,70,46,49,69,35,44
"hsa-miR-1179",0,0,0,0,0,0,0,0,0
"hsa-miR-1180-3p",6,4,10,5,1,8,1,1,2
"hsa-miR-1180-5p",0,0,0,0,1,0,0,1,0
"hsa-miR-1181",0,0,0,0,0,0,0,0,0
"hsa-miR-1182",0,0,0,0,0,0,0,0,0
"hsa-miR-1183",0,0,0,0,0,0,0,0,0
"hsa-miR-1184",0,0,0,0,0,0,0,0,0
"hsa-miR-1185-1-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-1185-2-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-1185-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-1193",0,0,0,0,0,0,0,0,0
"hsa-miR-1197",0,0,0,0,0,0,0,0,0
"hsa-miR-1199-3p",0,0,1,0,0,0,0,0,0
"hsa-miR-1199-5p",0,0,0,0,2,3,0,0,0
"hsa-miR-1200",0,0,0,0,0,0,0,0,0
"hsa-miR-1202",0,0,0,0,0,0,0,0,0
"hsa-miR-1203",0,0,3,0,0,0,0,0,0
"hsa-miR-1204",2,1,3,1,3,1,0,1,3
"hsa-miR-1205",9,8,4,5,2,2,3,1,9
"hsa-miR-1206",0,0,0,0,0,0,0,0,0
"hsa-miR-1207-3p",0,0,0,1,0,0,0,0,0
"hsa-miR-1207-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-1208",0,0,0,0,0,0,0,0,0
"hsa-miR-12113",0,0,0,0,0,0,0,0,0
"hsa-miR-12114",0,0,0,0,0,0,0,0,0
"hsa-miR-12115",214,71,146,139,76,164,113,59,105
"hsa-miR-12116",0,0,0,0,0,0,0,0,0
"hsa-miR-12117",1,0,0,0,0,1,0,0,0
"hsa-miR-12118",0,0,0,0,0,0,0,0,0
"hsa-miR-12119",18,11,12,2,5,43,2,7,8
"hsa-miR-12120",0,0,1,0,1,0,0,0,0
"hsa-miR-12121",0,0,0,0,0,0,0,0,0
"hsa-miR-12122",456,53,105,65,67,307,81,39,90
"hsa-miR-12123",0,0,0,0,0,0,0,0,0
"hsa-miR-12124",2,0,0,2,1,1,0,0,0
"hsa-miR-12125",19,9,13,15,7,16,22,15,6
"hsa-miR-12126",0,0,0,1,0,0,0,0,0
"hsa-miR-12127",0,0,0,0,0,0,1,0,1
"hsa-miR-12128",0,1,0,0,0,0,0,0,0
"hsa-miR-12129",94,46,129,44,50,104,63,36,34
"hsa-miR-12130",0,0,0,0,0,0,0,0,0
"hsa-miR-12131",0,0,0,0,0,0,0,0,0
"hsa-miR-12132",0,0,0,0,0,0,0,0,0
"hsa-miR-12133",0,0,0,0,0,0,0,0,0
"hsa-miR-12135",0,0,0,0,0,0,0,0,0
"hsa-miR-12136",0,0,0,0,0,0,0,0,0
"hsa-miR-122-3p",0,0,1,0,0,0,0,0,0
"hsa-miR-122-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-1224-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-1224-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-1225-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-1225-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-1226-3p",86,38,60,45,44,66,54,48,76
"hsa-miR-1226-5p",172,48,89,112,65,122,99,45,84
"hsa-miR-1227-3p",4,2,2,0,0,1,0,2,0
"hsa-miR-1227-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-1228-3p",22,6,23,8,8,12,6,8,10
"hsa-miR-1228-5p",156,43,92,109,58,91,77,57,61
"hsa-miR-1229-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-1229-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-122b-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-122b-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-1231",34,16,42,24,26,33,34,23,32
"hsa-miR-1233-3p",65,37,113,51,35,59,55,40,52
"hsa-miR-1233-5p",74,46,77,29,37,48,50,40,72
"hsa-miR-1234-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-1236-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-1236-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-1237-3p",0,0,0,0,1,0,0,0,0
"hsa-miR-1237-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-1238-3p",11,1,5,4,1,12,3,0,1
"hsa-miR-1238-5p",6,5,2,2,1,3,0,3,0
"hsa-miR-124-3p",1,1,0,5,0,1,1,0,0
"hsa-miR-124-5p",296,166,149,59,38,222,111,38,68
"hsa-miR-1243",0,0,0,0,0,0,0,0,0
"hsa-miR-1244",2,0,0,0,0,0,0,0,0
"hsa-miR-1245a",0,0,0,0,0,0,0,0,0
"hsa-miR-1245b-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-1245b-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-1246",0,0,0,0,0,0,0,0,0
"hsa-miR-1247-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-1247-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-1248",0,0,0,0,0,0,0,0,0
"hsa-miR-1249-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-1249-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-1250-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-1250-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-1251-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-1251-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-1252-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-1252-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-1253",0,0,4,0,0,0,0,0,0
"hsa-miR-1255a",0,0,0,0,0,0,0,0,0
"hsa-miR-1255b-2-3p",0,0,0,0,0,0,0,0,1
"hsa-miR-1255b-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-1256",0,0,0,0,0,0,0,0,0
"hsa-miR-1257",0,0,0,0,0,0,0,0,0
"hsa-miR-1258",64,42,59,30,28,50,58,38,63
"hsa-miR-125a-3p",1,1,0,1,0,3,1,0,2
"hsa-miR-125a-5p",99,57,105,55,39,77,79,53,87
"hsa-miR-125b-1-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-125b-2-3p",1,0,3,0,0,0,0,0,0
"hsa-miR-125b-5p",0,0,0,0,0,1,0,0,0
"hsa-miR-126-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-126-5p",0,1,0,0,0,0,0,0,0
"hsa-miR-1260a",10,1,4,5,0,23,4,0,3
"hsa-miR-1260b",0,0,0,0,0,0,0,0,0
"hsa-miR-1261",0,0,0,0,0,0,0,0,0
"hsa-miR-1262",0,0,0,0,0,0,0,0,0
"hsa-miR-1263",1,0,0,0,0,0,0,0,0
"hsa-miR-1264",0,0,0,0,0,0,0,0,0
"hsa-miR-1265",5,1,1,0,3,2,2,1,1
"hsa-miR-1266-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-1266-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-1267",0,0,0,0,1,0,0,0,0
"hsa-miR-1268a",0,0,0,0,0,0,0,0,0
"hsa-miR-1268b",0,0,0,0,0,0,0,0,0
"hsa-miR-1269a",0,0,0,0,0,0,0,0,0
"hsa-miR-1269b",0,0,0,0,0,0,0,0,0
"hsa-miR-127-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-127-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-1270",0,0,0,0,0,1,0,0,0
"hsa-miR-1271-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-1271-5p",0,0,0,0,0,1,0,0,0
"hsa-miR-1272",122,14,42,13,7,31,26,11,13
"hsa-miR-1273c",36,16,67,30,29,25,33,12,22
"hsa-miR-1273h-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-1273h-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-1275",0,0,0,0,0,0,0,0,1
"hsa-miR-1276",0,0,0,0,0,0,0,0,0
"hsa-miR-1277-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-1277-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-1278",0,0,0,0,0,0,0,0,0
"hsa-miR-1279",13,3,15,9,0,9,5,6,7
"hsa-miR-128-1-5p",0,1,0,0,0,1,0,0,0
"hsa-miR-128-2-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-128-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-1281",0,0,0,0,0,0,0,0,0
"hsa-miR-1282",0,0,0,0,0,0,0,0,0
"hsa-miR-1283",0,0,0,0,0,0,0,0,0
"hsa-miR-1284",0,0,0,0,0,0,0,0,0
"hsa-miR-1285-3p",181,52,81,98,51,108,70,43,65
"hsa-miR-1285-5p",32,15,58,14,17,33,24,11,14
"hsa-miR-1286",0,0,0,0,0,0,0,0,0
"hsa-miR-1287-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-1287-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-1288-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-1288-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-1289",1,0,0,0,0,0,0,0,0
"hsa-miR-129-1-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-129-2-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-129-5p",61,21,35,36,19,32,44,14,23
"hsa-miR-1290",188,51,137,62,70,172,101,101,152
"hsa-miR-1291",0,0,0,0,0,0,0,0,1
"hsa-miR-1292-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-1292-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-1293",0,0,0,0,0,0,0,0,0
"hsa-miR-1294",0,0,0,0,0,0,0,0,0
"hsa-miR-1295a",0,0,0,0,0,0,0,0,0
"hsa-miR-1295b-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-1295b-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-1296-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-1296-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-1297",0,0,0,0,0,0,0,0,0
"hsa-miR-1298-3p",0,0,0,0,0,0,0,1,0
"hsa-miR-1298-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-1299",0,0,0,0,0,0,0,0,0
"hsa-miR-1301-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-1301-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-1302",42,25,46,37,19,85,43,30,23
"hsa-miR-1303",0,0,0,0,0,1,0,0,0
"hsa-miR-1304-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-1304-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-1305",1,0,0,0,0,0,0,0,0
"hsa-miR-1306-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-1306-5p",0,0,0,0,0,0,0,0,1
"hsa-miR-1307-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-1307-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-130a-3p",0,0,0,1,0,0,0,0,1
"hsa-miR-130a-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-130b-3p",1,0,0,0,0,0,0,0,0
"hsa-miR-130b-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-132-3p",8,5,6,8,4,8,2,1,8
"hsa-miR-132-5p",5,2,0,3,2,1,3,2,4
"hsa-miR-1321",0,0,0,0,0,2,2,4,0
"hsa-miR-1322",0,0,0,0,0,0,0,0,0
"hsa-miR-1323",0,0,0,0,0,0,0,0,0
"hsa-miR-1324",0,0,0,0,0,0,0,0,0
"hsa-miR-133a-3p",2,0,1,1,1,0,1,0,0
"hsa-miR-133a-5p",0,1,0,0,0,1,0,0,0
"hsa-miR-133b",0,0,0,0,1,1,0,3,1
"hsa-miR-134-3p",0,0,0,0,0,0,3,0,0
"hsa-miR-134-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-1343-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-1343-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-135a-2-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-135a-3p",131,68,174,70,55,159,78,37,67
"hsa-miR-135a-5p",76,26,100,42,33,51,55,29,45
"hsa-miR-135b-3p",30,5,0,2,1,8,3,1,7
"hsa-miR-135b-5p",101,38,82,38,45,98,57,45,88
"hsa-miR-136-3p",45,18,24,19,24,22,27,12,20
"hsa-miR-136-5p",122,47,95,66,41,65,74,17,42
"hsa-miR-137-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-137-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-138-1-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-138-2-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-138-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-139-3p",0,0,0,1,0,0,0,0,0
"hsa-miR-139-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-140-3p",1,1,5,0,0,0,0,0,0
"hsa-miR-140-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-141-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-141-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-142-3p",0,0,0,0,0,1,0,0,2
"hsa-miR-142-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-143-3p",0,0,0,0,0,1,0,0,0
"hsa-miR-143-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-144-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-144-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-145-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-145-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-1468-3p",30,7,46,8,18,20,11,13,11
"hsa-miR-1468-5p",4,1,2,4,4,7,0,1,4
"hsa-miR-1469",0,0,0,0,0,0,0,0,0
"hsa-miR-146a-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-146a-5p",0,0,0,0,0,4,0,0,0
"hsa-miR-146b-3p",1,0,0,0,0,0,0,0,0
"hsa-miR-146b-5p",0,0,0,0,1,0,0,0,0
"hsa-miR-1470",100,44,57,46,38,78,70,46,85
"hsa-miR-1471",0,0,0,0,0,0,0,0,0
"hsa-miR-147a",0,0,0,0,0,0,0,0,0
"hsa-miR-147b-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-147b-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-148a-3p",109,38,102,58,38,39,64,18,33
"hsa-miR-148a-5p",11,1,9,5,1,0,5,2,4
"hsa-miR-148b-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-148b-5p",0,1,3,0,0,0,0,0,0
"hsa-miR-149-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-149-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-150-3p",37,26,96,31,21,41,40,20,22
"hsa-miR-150-5p",29,15,49,24,12,14,32,10,27
"hsa-miR-151a-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-151a-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-151b",36,20,100,24,27,25,39,24,39
"hsa-miR-152-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-152-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-153-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-153-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-1537-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-1537-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-1538",0,0,0,0,0,0,0,0,0
"hsa-miR-1539",0,0,0,0,1,0,0,0,0
"hsa-miR-154-3p",0,1,4,0,0,0,3,2,0
"hsa-miR-154-5p",11,6,1,4,1,6,4,8,7
"hsa-miR-155-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-155-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-1587",0,0,0,0,0,0,0,0,0
"hsa-miR-15a-3p",3,0,0,0,0,0,0,0,0
"hsa-miR-15a-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-15b-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-15b-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-16-1-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-16-2-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-16-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-17-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-17-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-181a-2-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-181a-3p",1,0,0,0,0,0,0,0,0
"hsa-miR-181a-5p",1,0,0,0,0,0,0,0,0
"hsa-miR-181b-2-3p",76,27,33,32,24,17,45,13,27
"hsa-miR-181b-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-181b-5p",1,0,0,0,0,0,0,0,0
"hsa-miR-181c-3p",24,5,10,11,10,11,19,8,8
"hsa-miR-181c-5p",263,69,218,89,97,217,140,110,178
"hsa-miR-181d-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-181d-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-182-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-182-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-1825",0,0,0,0,0,0,0,0,0
"hsa-miR-1827",0,0,0,0,0,0,0,0,0
"hsa-miR-183-3p",1276,106,355,47,115,282,64,33,148
"hsa-miR-183-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-184",41,35,91,27,30,51,42,20,33
"hsa-miR-1843",0,0,1,1,0,0,0,0,0
"hsa-miR-185-3p",140,34,76,94,46,83,69,42,70
"hsa-miR-185-5p",12,9,9,2,3,6,11,5,0
"hsa-miR-186-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-186-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-187-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-187-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-188-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-188-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-18a-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-18a-5p",1,0,0,0,0,0,0,0,0
"hsa-miR-18b-3p",0,0,0,0,0,0,0,0,0
